"","Term","Info1","Info2","Freq"
"1069","Tonight","名詞","一般",11
"2260","HBO","名詞","固有名詞",11
"912","RAPPER","名詞","一般",8
"1076","Trailers","名詞","一般",5
"2133","Dude","名詞","固有名詞",5
"2290","Honest","名詞","固有名詞",5
"2826","Theory","名詞","固有名詞",5
"517","Controversy","名詞","一般",4
"638","Giuliani","名詞","一般",4
"695","Indiana","名詞","一般",4
"827","Nguội","名詞","一般",4
"867","Pacers","名詞","一般",4
"882","Phường","名詞","一般",4
"1942","Avail","名詞","固有名詞",4
"1982","Bepannah","名詞","固有名詞",4
"2039","Chainsmokers","名詞","固有名詞",4
"2175","FAPtv","名詞","固有名詞",4
"2182","FNAF","名詞","固有名詞",4
"2437","Loa","名詞","固有名詞",4
"2674","Rudy","名詞","固有名詞",4
"3020","エイブル","名詞","固有名詞",4
"503","Closer","名詞","一般",3
"548","Deal","名詞","一般",3
"568","Dubbed","名詞","一般",3
"622","Fries","名詞","一般",3
"630","Gambino","名詞","一般",3
"665","Hindi","名詞","一般",3
"754","Lovato","名詞","一般",3
"866","POSTER","名詞","一般",3
"925","Released","名詞","一般",3
"965","Scandal","名詞","一般",3
"1018","Straight","名詞","一般",3
"1036","TRỌ","名詞","一般",3
"1068","Toast","名詞","一般",3
"1080","Tricks","名詞","一般",3
"1088","TÙNG","名詞","一般",3
"1148","XÓM","名詞","一般",3
"1262","Đây","名詞","一般",3
"1823","$100","名詞","固有名詞",3
"1945","Avicii","名詞","固有名詞",3
"2118","Demi","名詞","固有名詞",3
"2129","Drake","名詞","固有名詞",3
"2250","God","名詞","固有名詞",3
"2295","Huge","名詞","固有名詞",3
"2319","Incredibles","名詞","固有名詞",3
"2320","Indonesian","名詞","固有名詞",3
"2328","Iran","名詞","固有名詞",3
"2396","LAUGH","名詞","固有名詞",3
"2570","PAUL","名詞","固有名詞",3
"2703","SQUARE","名詞","固有名詞",3
"2704","SQUARE","名詞","固有名詞",1
"2772","SƠN","名詞","固有名詞",3
"2872","Vape","名詞","固有名詞",3
"3142","感想文","名詞","固有名詞",3
"307","宣","名詞","サ変接続",2
"360","精勤","名詞","サ変接続",2
"376","連射","名詞","サ変接続",2
"418","Australian","名詞","一般",2
"490","Changed","名詞","一般",2
"493","Cheesesteak","名詞","一般",2
"506","Colbert","名詞","一般",2
"526","Crackdown","名詞","一般",2
"529","Custom","名詞","一般",2
"589","Exclusive","名詞","一般",2
"615","Flipping","名詞","一般",2
"652","Guns","名詞","一般",2
"2257","Guns","名詞","固有名詞",1
"666","Hirani","名詞","一般",2
"685","INE","名詞","一般",2
"773","MOVING","名詞","一般",2
"2460","MOVING","名詞","固有名詞",1
"795","Minnesota","名詞","一般",2
"849","Oklahoma","名詞","一般",2
"2553","Oklahoma","名詞","固有名詞",1
"850","Olvido","名詞","一般",2
"856","Orleans","名詞","一般",2
"876","Pelicans","名詞","一般",2
"880","Pet","名詞","一般",2
"885","Pie","名詞","一般",2
"892","Pork","名詞","一般",2
"2614","Pork","名詞","固有名詞",1
"895","Practice","名詞","一般",2
"915","RESUMEN","名詞","一般",2
"938","Rules","名詞","一般",2
"986","Shows","名詞","一般",2
"1008","Spurs","名詞","一般",2
"1047","Technology","名詞","一般",2
"1066","Timberwolves","名詞","一般",2
"1079","Trick","名詞","一般",2
"1093","Tết","名詞","一般",2
"1141","Wonka","名詞","一般",2
"1145","Wrong","名詞","一般",2
"1233","tephen","名詞","一般",2
"1279","МА","名詞","一般",2
"1302","りょう","名詞","一般",2
"1380","ドル袋","名詞","一般",2
"1928","Anne","名詞","固有名詞",2
"1936","Ariana","名詞","固有名詞",2
"1974","Bagel","名詞","固有名詞",2
"1980","Becky","名詞","固有名詞",2
"2014","CHUYỆN","名詞","固有名詞",2
"2016","CLC","名詞","固有名詞",2
"2032","Cardi","名詞","固有名詞",2
"2049","Childish","名詞","固有名詞",2
"495","Childish","名詞","一般",1
"2055","Christopher","名詞","固有名詞",2
"2065","Cole","名詞","固有名詞",2
"2115","Deadpool","名詞","固有名詞",2
"547","Deadpool","名詞","一般",1
"2120","Dhanush","名詞","固有名詞",2
"2171","F.L.Y.","名詞","固有名詞",2
"2185","FORWARD","名詞","固有名詞",2
"2204","Fire","名詞","固有名詞",2
"2241","Garlic","名詞","固有名詞",2
"2325","Internet","名詞","固有名詞",2
"2350","Jay","名詞","固有名詞",2
"2368","KEVIN","名詞","固有名詞",2
"2407","LOSE","名詞","固有名詞",2
"2425","Left","名詞","固有名詞",2
"2438","Logic","名詞","固有名詞",2
"2471","Marie","名詞","固有名詞",2
"2472","Maroon","名詞","固有名詞",2
"2477","MasterChef","名詞","固有名詞",2
"2521","NRA","名詞","固有名詞",2
"2529","Nguyễn","名詞","固有名詞",2
"2605","Philadelphia","名詞","固有名詞",2
"2608","Pho","名詞","固有名詞",2
"2643","Rajkumar","名詞","固有名詞",2
"2644","Ralph","名詞","固有名詞",2
"2646","Ranbir","名詞","固有名詞",2
"2712","Sanju","名詞","固有名詞",2
"2746","Spaghetti","名詞","固有名詞",2
"2751","Spekta","名詞","固有名詞",2
"2812","Tears","名詞","固有名詞",2
"2865","VENOM","名詞","固有名詞",2
"2873","Vegan","名詞","固有名詞",2
"2886","WSHH","名詞","固有名詞",2
"2889","Wake","名詞","固有名詞",2
"2903","Willy","名詞","固有名詞",2
"2908","Wreck-It","名詞","固有名詞",2
"2943","hope","名詞","固有名詞",2
"3001","ふくれな","名詞","固有名詞",2
"3046","ドナルド・トランプ","名詞","固有名詞",2
"3054","ピープル","名詞","固有名詞",2
"3189","無修正","名詞","固有名詞",2
"3195","物理エンジン","名詞","固有名詞",2
"3219","精密検査","名詞","固有名詞",2
"3225","美岐","名詞","固有名詞",2
"3239","超能力","名詞","固有名詞",2
"102","たせる","動詞","自立",1
"105","つなぐ","動詞","自立",1
"108","はりつく","動詞","自立",1
"119","伸ばす","動詞","自立",1
"125","備わる","動詞","自立",1
"153","懸ける","動詞","自立",1
"155","成り立つ","動詞","自立",1
"160","採れる","動詞","自立",1
"163","握る","動詞","自立",1
"177","溜める","動詞","自立",1
"182","研ぐ","動詞","自立",1
"183","確かめる","動詞","自立",1
"214","載せる","動詞","自立",1
"229","飛び込める","動詞","自立",1
"232","養う","動詞","自立",1
"261","もんし","名詞","サ変接続",1
"278","侮辱","名詞","サ変接続",1
"280","充電","名詞","サ変接続",1
"281","入局","名詞","サ変接続",1
"287","別居","名詞","サ変接続",1
"299","大破","名詞","サ変接続",1
"304","安眠","名詞","サ変接続",1
"310","寓","名詞","サ変接続",1
"317","怨嗟","名詞","サ変接続",1
"328","探知","名詞","サ変接続",1
"329","接着","名詞","サ変接続",1
"335","水泳","名詞","サ変接続",1
"341","減少","名詞","サ変接続",1
"342","減量","名詞","サ変接続",1
"351","生録","名詞","サ変接続",1
"352","男装","名詞","サ変接続",1
"357","相違","名詞","サ変接続",1
"362","自転","名詞","サ変接続",1
"386","駆除","名詞","サ変接続",1
"391","ALG","名詞","一般",1
"392","ALONG","名詞","一般",1
"393","Abella","名詞","一般",1
"395","Acting","名詞","一般",1
"396","Adhikari","名詞","一般",1
"397","Afam","名詞","一般",1
"399","Alinity","名詞","一般",1
"401","Allegations","名詞","一般",1
"402","Allred","名詞","一般",1
"406","Anları","名詞","一般",1
"407","Anymore","名詞","一般",1
"408","Appétit","名詞","一般",1
"410","Aren","名詞","一般",1
"411","Aroma","名詞","一般",1
"412","Asks","名詞","一般",1
"414","Atletico","名詞","一般",1
"415","Attempts","名詞","一般",1
"424","BINA","名詞","一般",1
"426","BRITs","名詞","一般",1
"427","BTSFESTA","名詞","一般",1
"428","BUT","名詞","一般",1
"430","Backfires","名詞","一般",1
"431","Backlash","名詞","一般",1
"435","Bangle","名詞","一般",1
"436","Banh","名詞","一般",1
"439","Bayot","名詞","一般",1
"443","Belts","名詞","一般",1
"444","Berani","名詞","一般",1
"447","Blazers","名詞","一般",1
"449","Bolt","名詞","一般",1
"450","Bomb","名詞","一般",1
"454","Boycott","名詞","一般",1
"456","Brûlée","名詞","一般",1
"457","Bunch","名詞","一般",1
"458","Button","名詞","一般",1
"461","BĂNG","名詞","一般",1
"462","Băng","名詞","一般",1
"463","BẾP","名詞","一般",1
"464","Bỏ","名詞","一般",1
"465","CAR","名詞","一般",1
"467","CHAMPIONS","名詞","一般",1
"468","CHILD","名詞","一般",1
"469","CHIÊNG","名詞","一般",1
"470","CHIẾC","名詞","一般",1
"471","CINTA","名詞","一般",1
"472","COACHELLA","名詞","一般",1
"476","CRIES","名詞","一般",1
"478","Cabello","名詞","一般",1
"479","Callitong","名詞","一般",1
"481","Calories","名詞","一般",1
"482","Canceled","名詞","一般",1
"485","Cast","名詞","一般",1
"2034","Cast","名詞","固有名詞",1
"486","Caught","名詞","一般",1
"488","Celebrity","名詞","一般",1
"491","Chaurasiya","名詞","一般",1
"496","Chili","名詞","一般",1
"497","Choice","名詞","一般",1
"498","Chou","名詞","一般",1
"499","Chạm","名詞","一般",1
"500","Chết","名詞","一般",1
"504","Clothing","名詞","一般",1
"507","CollabDRM","名詞","一般",1
"508","Comey","名詞","一般",1
"2070","Comey","名詞","固有名詞",1
"512","Compared","名詞","一般",1
"514","Contagion","名詞","一般",1
"515","Contest","名詞","一般",1
"516","Controversial","名詞","一般",1
"518","Cool","名詞","一般",1
"520","Corden","名詞","一般",1
"524","Courts","名詞","一般",1
"527","Croácia","名詞","一般",1
"533","Cổ","名詞","一般",1
"534","Cực","名詞","一般",1
"536","DARJI","名詞","一般",1
"538","DESEO","名詞","一般",1
"539","DHAN","名詞","一般",1
"541","DISGUSTING","名詞","一般",1
"2097","DISGUSTING","名詞","固有名詞",1
"542","DISINTEGRATION","名詞","一般",1
"543","Daniels","名詞","一般",1
"544","Darts","名詞","一般",1
"545","DeFranco","名詞","一般",1
"549","Decision","名詞","一般",1
"550","Deep","名詞","一般",1
"551","Definition","名詞","一般",1
"552","Denver","名詞","一般",1
"553","Devin","名詞","一般",1
"554","Die","名詞","一般",1
"556","Dion","名詞","一般",1
"557","Discusses","名詞","一般",1
"558","Diện","名詞","一般",1
"561","Doesn","名詞","一般",1
"566","Dress","名詞","一般",1
"567","Dsouza","名詞","一般",1
"569","Due","名詞","一般",1
"570","Duhan","名詞","一般",1
"571","Dung","名詞","一般",1
"572","Dunga","名詞","一般",1
"574","EVERYTHING","名詞","一般",1
"575","Eagles","名詞","一般",1
"577","Echtes","名詞","一般",1
"578","Eggs","名詞","一般",1
"579","Ella","名詞","一般",1
"590","Exhibition","名詞","一般",1
"593","Exposed","名詞","一般",1
"599","FLEW","名詞","一般",1
"600","FLYING","名詞","一般",1
"602","FORTNITE","名詞","一般",1
"2184","FORTNITE","名詞","固有名詞",1
"606","Facts","名詞","一般",1
"607","Fair","名詞","一般",1
"610","Fateh","名詞","一般",1
"616","Florida","名詞","一般",1
"618","Foster","名詞","一般",1
"619","Freaking","名詞","一般",1
"624","Fuels","名詞","一般",1
"626","GETTING","名詞","一般",1
"627","GOHANDESUYO","名詞","一般",1
"629","GROOVE","名詞","一般",1
"633","Gates","名詞","一般",1
"634","German","名詞","一般",1
"635","Ghoshal","名詞","一般",1
"648","Gourmet","名詞","一般",1
"2255","Gourmet","名詞","固有名詞",1
"650","Grocery","名詞","一般",1
"651","Guesses","名詞","一般",1
"653","GÁC","名詞","一般",1
"654","Güzel","名詞","一般",1
"655","HACKS","名詞","一般",1
"656","Har","名詞","一般",1
"661","Heavy","名詞","一般",1
"664","Himself","名詞","一般",1
"674","Hussain","名詞","一般",1
"675","HÀI","名詞","一般",1
"681","Học","名詞","一般",1
"684","INDIA","名詞","一般",1
"686","INFINITY","名詞","一般",1
"687","INSANE","名詞","一般",1
"688","INSTINCT","名詞","一般",1
"691","Ignores","名詞","一般",1
"692","Immigration","名詞","一般",1
"2315","Immigration","名詞","固有名詞",1
"694","Incoming","名詞","一般",1
"696","Indictments","名詞","一般",1
"697","Instruments","名詞","一般",1
"699","Introduction","名詞","一般",1
"700","Introductions","名詞","一般",1
"702","Ivanka","名詞","一般",1
"703","JUV","名詞","一般",1
"705","Jenny","名詞","一般",1
"706","Johar","名詞","一般",1
"708","KAU","名詞","一般",1
"709","KNUCKLES","名詞","一般",1
"712","Kardashian","名詞","一般",1
"713","Karki","名詞","一般",1
"715","Keeps","名詞","一般",1
"716","Ketterer","名詞","一般",1
"718","Khaitan","名詞","一般",1
"720","Khích","名詞","一般",1
"722","Kicked","名詞","一般",1
"724","Kiệt","名詞","一般",1
"725","Kneeling","名詞","一般",1
"726","Knife","名詞","一般",1
"727","Know","名詞","一般",1
"730","LASAGNA","名詞","一般",1
"734","Lalkar","名詞","一般",1
"735","Laurel","名詞","一般",1
"2419","Laurel","名詞","固有名詞",1
"737","Leads","名詞","一般",1
"738","Leaks","名詞","一般",1
"740","Leave","名詞","一般",1
"741","Leben","名詞","一般",1
"742","Less","名詞","一般",1
"745","Linh","名詞","一般",1
"748","Logan","名詞","一般",1
"749","Longest","名詞","一般",1
"751","Losail","名詞","一般",1
"752","Losing","名詞","一般",1
"753","Lot","名詞","一般",1
"755","Luxurious","名詞","一般",1
"757","LÀ","名詞","一般",1
"758","Là","名詞","一般",1
"759","LẠC","名詞","一般",1
"760","Lạ","名詞","一般",1
"761","LẬT","名詞","一般",1
"762","Lệ","名詞","一般",1
"763","Lớn","名詞","一般",1
"765","MADMAN","名詞","一般",1
"766","MAKES","名詞","一般",1
"767","MASTERS","名詞","一般",1
"769","MEDLEY","名詞","一般",1
"770","MEME","名詞","一般",1
"2455","MEME","名詞","固有名詞",1
"771","MEMES","名詞","一般",1
"772","MEXICAN","名詞","一般",1
"776","Mafia","名詞","一般",1
"778","Maidaan","名詞","一般",1
"783","Mancuso","名詞","一般",1
"784","Maret","名詞","一般",1
"785","Masih","名詞","一般",1
"787","Meanings","名詞","一般",1
"788","Means","名詞","一般",1
"790","Megalodon","名詞","一般",1
"791","Members","名詞","一般",1
"792","Memes","名詞","一般",1
"794","Millions","名詞","一般",1
"800","Motion","名詞","一般",1
"802","Moving","名詞","一般",1
"806","Mê","名詞","一般",1
"807","MẶT","名詞","一般",1
"809","MỚI","名詞","一般",1
"813","NHÀ","名詞","一般",1
"817","NOODLES","名詞","一般",1
"820","Name","名詞","一般",1
"821","Narayanan","名詞","一般",1
"822","Natasha","名詞","一般",1
"823","Nazi","名詞","一般",1
"825","Neutrality","名詞","一般",1
"828","Ngân","名詞","一般",1
"830","Ngắm","名詞","一般",1
"831","Nhau","名詞","一般",1
"832","Nhi","名詞","一般",1
"834","Nhạc","名詞","一般",1
"836","Nice","名詞","一般",1
"840","Nominees","名詞","一般",1
"842","Nunes","名詞","一般",1
"843","NỌ","名詞","一般",1
"846","ONCE","名詞","一般",1
"852","Omelet","名詞","一般",1
"853","Ones","名詞","一般",1
"858","Owe","名詞","一般",1
"860","PAULS","名詞","一般",1
"861","PERFORMANCE","名詞","一般",1
"862","PGT","名詞","一般",1
"2574","PGT","名詞","固有名詞",1
"863","PHƯƠNG","名詞","一般",1
"864","PHƯỜNG","名詞","一般",1
"865","PIZZAS","名詞","一般",1
"872","Pattadhari","名詞","一般",1
"873","Paulistão","名詞","一般",1
"2598","Paulistão","名詞","固有名詞",1
"874","Pay","名詞","一般",1
"875","Peek","名詞","一般",1
"877","Pence","名詞","一般",1
"879","Perks","名詞","一般",1
"883","Phấn","名詞","一般",1
"886","Pijama","名詞","一般",1
"888","Pirates","名詞","一般",1
"893","Poverty","名詞","一般",1
"894","Power","名詞","一般",1
"896","Pradhan","名詞","一般",1
"897","Pregnant","名詞","一般",1
"898","Present","名詞","一般",1
"899","Prices","名詞","一般",1
"901","Process","名詞","一般",1
"902","Production","名詞","一般",1
"903","Pug","名詞","一般",1
"904","Pulling","名詞","一般",1
"905","Pump","名詞","一般",1
"906","Punishment","名詞","一般",1
"907","Purple","名詞","一般",1
"908","Quirk","名詞","一般",1
"909","Quên","名詞","一般",1
"910","RALPH","名詞","一般",1
"911","RANI","名詞","一般",1
"913","REASON","名詞","一般",1
"916","REUNION","名詞","一般",1
"917","REVENGE","名詞","一般",1
"919","RIGHT","名詞","一般",1
"921","Radically","名詞","一般",1
"922","Ranjith","名詞","一般",1
"924","Record","名詞","一般",1
"926","Responds","名詞","一般",1
"927","Restaurant","名詞","一般",1
"928","Resting","名詞","一般",1
"930","Revamps","名詞","一般",1
"931","Reveals","名詞","一般",1
"934","Robustness","名詞","一般",1
"937","Royale","名詞","一般",1
"940","Rơi","名詞","一般",1
"943","SCAM","名詞","一般",1
"944","SCHUMER","名詞","一般",1
"945","SCIENCE","名詞","一般",1
"946","SCOTUS","名詞","一般",1
"948","SING","名詞","一般",1
"951","SPIDER","名詞","一般",1
"2702","SPIDER","名詞","固有名詞",1
"952","STEAK","名詞","一般",1
"954","STUDENT","名詞","一般",1
"955","STUMPED","名詞","一般",1
"957","SUBS","名詞","一般",1
"958","Satisfying","名詞","一般",1
"959","Saturday","名詞","一般",1
"961","Saw","名詞","一般",1
"962","Saygı","名詞","一般",1
"964","Scam","名詞","一般",1
"966","Schneiderman","名詞","一般",1
"968","Schools","名詞","一般",1
"969","Scores","名詞","一般",1
"971","Sekyu","名詞","一般",1
"973","Sentencing","名詞","一般",1
"975","Sets","名詞","一般",1
"976","Setup","名詞","一般",1
"977","Shark","名詞","一般",1
"978","She","名詞","一般",1
"979","Shepherd","名詞","一般",1
"980","Shernan","名詞","一般",1
"981","Shocked","名詞","一般",1
"983","Shootout","名詞","一般",1
"987","Shutdown","名詞","一般",1
"990","Sings","名詞","一般",1
"991","Sixers","名詞","一般",1
"992","Skittles","名詞","一般",1
"993","Slam","名詞","一般",1
"994","Smoke","名詞","一般",1
"996","Snubbed","名詞","一般",1
"998","Soccer","名詞","一般",1
"1000","Somebody","名詞","一般",1
"2742","Somebody","名詞","固有名詞",1
"1002","Spanish","名詞","一般",1
"1004","Spider","名詞","一般",1
"1005","SpinKing","名詞","一般",1
"1007","Spree","名詞","一般",1
"1010","Starman","名詞","一般",1
"1011","Statham","名詞","一般",1
"1012","Steak","名詞","一般",1
"1013","Stirs","名詞","一般",1
"1016","Store","名詞","一般",1
"1017","Stormy","名詞","一般",1
"1019","Strikes","名詞","一般",1
"1022","Sues","名詞","一般",1
"1024","SÔNG","名詞","一般",1
"1028","THEIR","名詞","一般",1
"1029","THEN","名詞","一般",1
"1031","THÁI","名詞","一般",1
"1032","THẤT","名詞","一般",1
"1033","THẰNG","名詞","一般",1
"1034","TOMAHAWK","名詞","一般",1
"1035","TRÙM","名詞","一般",1
"1039","Takes","名詞","一般",1
"1041","Tanghalan","名詞","一般",1
"1043","Tati","名詞","一般",1
"1044","Taxes","名詞","一般",1
"1053","Things","名詞","一般",1
"1054","ThisEID","名詞","一般",1
"1055","Throw","名詞","一般",1
"1056","Thu","名詞","一般",1
"1059","Thần","名詞","一般",1
"1060","Thắng","名詞","一般",1
"1062","Thị","名詞","一般",1
"1063","Ticket","名詞","一般",1
"1065","Tillerson","名詞","一般",1
"1072","Tottenham","名詞","一般",1
"2836","Tottenham","名詞","固有名詞",1
"1073","Track","名詞","一般",1
"1074","Trail","名詞","一般",1
"1077","Trang","名詞","一般",1
"1078","Transformation","名詞","一般",1
"1082","Trustworthy","名詞","一般",1
"1084","Turner","名詞","一般",1
"1085","Tuấn","名詞","一般",1
"1086","Tweets","名詞","一般",1
"1089","Tên","名詞","一般",1
"1097","USING","名詞","一般",1
"1108","Vallen","名詞","一般",1
"1113","Views","名詞","一般",1
"1120","WANTS","名詞","一般",1
"1121","WARS","名詞","一般",1
"1122","WHCD","名詞","一般",1
"1127","Wars","名詞","一般",1
"1128","Was","名詞","一般",1
"1129","Watergate","名詞","一般",1
"1136","While","名詞","一般",1
"1137","Whiteface","名詞","一般",1
"1143","Worse","名詞","一般",1
"1144","Wow","名詞","一般",1
"1146","XCX","名詞","一般",1
"1150","YOUR","名詞","一般",1
"1151","YOURSELF","名詞","一般",1
"1152","Yanny","名詞","一般",1
"2914","Yanny","名詞","固有名詞",1
"1153","Yolk","名詞","一般",1
"1157","Zhayt","名詞","一般",1
"1160","air","名詞","一般",1
"1164","building","名詞","一般",1
"1165","bạn","名詞","一般",1
"1167","capítulo","名詞","一般",1
"1168","child","名詞","一般",1
"1170","coded","名詞","一般",1
"1171","compilation","名詞","一般",1
"1173","cơm","名詞","一般",1
"1174","dding","名詞","一般",1
"1177","edit","名詞","一般",1
"1179","emotional","名詞","一般",1
"1187","grupal","名詞","一般",1
"1190","heard","名詞","一般",1
"1193","héo","名詞","一般",1
"1198","kẻng","名詞","一般",1
"1199","laughing","名詞","一般",1
"1203","mixtape","名詞","一般",1
"1205","mousepad","名詞","一般",1
"1206","munting","名詞","一般",1
"1208","mà","名詞","一般",1
"1210","ngang","名詞","一般",1
"1213","náo","名詞","一般",1
"1214","nói","名詞","一般",1
"1218","prinsesa","名詞","一般",1
"1220","randomly","名詞","一般",1
"1222","rẽ","名詞","一般",1
"1224","satisfied","名詞","一般",1
"1226","scales","名詞","一般",1
"1227","shooting","名詞","一般",1
"1229","sounds","名詞","一般",1
"1232","sợ","名詞","一般",1
"1235","thoughts","名詞","一般",1
"1236","thân","名詞","一般",1
"1237","trước","名詞","一般",1
"1241","vida","名詞","一般",1
"1243","vui","名詞","一般",1
"1248","wwwwwwwwww","名詞","一般",1
"1250","xel","名詞","一般",1
"1253","Áustria","名詞","一般",1
"1254","ÔNG","名詞","一般",1
"1255","épico","名詞","一般",1
"1256","ăn","名詞","一般",1
"1259","ĐÀ","名詞","一般",1
"1260","ĐÓNG","名詞","一般",1
"1261","Đá","名詞","一般",1
"1263","Đóng","名詞","一般",1
"1265","ĐẤT","名詞","一般",1
"1270","đáp","名詞","一般",1
"1271","đã","名詞","一般",1
"1273","đại","名詞","一般",1
"1275","Ơi","名詞","一般",1
"1285","おじいちゃん","名詞","一般",1
"1290","しき","名詞","一般",1
"1293","たい","名詞","一般",1
"1295","たこ","名詞","一般",1
"1296","とら","名詞","一般",1
"1298","はし","名詞","一般",1
"1299","ふぐ","名詞","一般",1
"1301","めぐみ","名詞","一般",1
"1305","゙けど","名詞","一般",1
"1306","゙すぎた","名詞","一般",1
"1307","゙すぎると","名詞","一般",1
"1308","゙ったから","名詞","一般",1
"1309","゙ぶっかけて","名詞","一般",1
"1310","゙めしゃちょ","名詞","一般",1
"1311","゙ゃなら","名詞","一般",1
"1312","゙ゃね","名詞","一般",1
